TimeStamp,StudentID,Comment,Color,Size,Speed
2026/9/5 23:15:32,123,Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†,#ffffff,medium,12
2026/9/5 23:18:55,456,Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†,#ffffff,medium,8
2026/9/5 23:18:59,456,Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†,#ff0000,medium,8
2026/9/5 23:19:02,456,Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†,#ff0000,large,8
2026/9/5 23:19:13,456,Ç´Ç‡,#ff0000,large,8
2026/9/5 23:23:18,456,Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†,#ffffff,medium,12
2026/9/5 23:34:31,789,1,#ffffff,medium,12
2026/9/5 23:34:33,789,4,#ffffff,medium,12
2026/9/5 23:34:34,789,6,#ffffff,medium,12
2026/9/5 23:50:43,789,ÇÌÇ©Ç¡ÇΩ,#ffffff,medium,12
2026/9/5 23:50:46,789,ÇÌÇ©ÇÁÇ»Ç¢,#00ff00,medium,12
2026/9/6 0:01:27,789,2,#ffffff,medium,12
2026/9/6 0:01:29,789,3,#ffffff,medium,12
2026/9/6 0:01:33,789,4,#ffffff,medium,12
2026/9/6 0:01:58,789,ÇÌÇ©Ç¡ÇΩ,#ffffff,medium,12
2026/9/6 0:02:02,789,ÇÌÇ©ÇÁÇ»Ç¢,#ffffff,medium,12
2026/9/6 0:02:09,789,ÇÌÇ©Ç¡ÇΩ,#ffffff,medium,4
2026/9/6 0:02:13,789,ÇÌÇ©Ç¡ÇΩ,#ffffff,xlarge,4
2026/9/6 0:02:16,789,4,#ffffff,xlarge,4
2026/9/6 0:02:21,789,ÇÌÇ©Ç¡ÇΩ,#ffffff,xlarge,16
2026/9/6 0:04:25,789,ÇÌÇ©Ç¡ÇΩ,#ffffff,medium,12
2026/9/6 0:04:29,789,ÇÌÇ©ÇÁÇ»Ç¢,#ffffff,medium,4
2026/9/6 0:06:02,789,ÇÌÇ©Ç¡ÇΩ,#ffffff,medium,12
2026/9/6 0:06:07,789,ÇÌÇ©Ç¡ÇΩ,#ffffff,medium,12
2026/9/6 0:06:28,123,3,#ffffff,medium,12
2026/9/6 0:06:53,123,2,#ffffff,medium,12
2026/9/6 0:08:24,123,3,#ffffff,medium,12
2026/9/6 0:08:26,123,ÇÌÇ©Ç¡ÇΩ,#ffffff,medium,12
2026/9/6 0:08:28,123,ÇÌÇ©Ç¡ÇΩ,#ffffff,medium,12
2026/9/6 0:09:11,456,ÇÌÇ©Ç¡ÇΩ,#ffffff,medium,12
2026/9/6 0:09:13,456,ÇÌÇ©ÇÁÇ»Ç¢,#ffffff,medium,12
2026/9/6 0:22:23,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#ffffff,medium,2,true
2026/9/6 0:22:23,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#ffffff,medium,2,true
2026/9/6 0:22:24,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#ffffff,medium,2,true
2026/9/6 0:28:37,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#00ffff,medium,12,true
2026/9/6 0:28:37,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#00ffff,medium,12,true
2026/9/6 0:28:37,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#00ffff,medium,12,true
2026/9/6 0:28:38,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#00ffff,medium,12,true
2026/9/6 0:28:38,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#00ffff,medium,12,true
2026/9/6 0:28:38,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#00ffff,medium,12,true
2026/9/6 0:28:39,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#0000ff,medium,12,true
2026/9/6 0:28:39,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#0000ff,medium,12,true
2026/9/6 0:28:40,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#0000ff,medium,12,true
2026/9/6 0:28:40,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#0000ff,medium,12,true
2026/9/6 0:28:40,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#0000ff,medium,12,true
2026/9/6 0:28:40,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#0000ff,medium,12,true
2026/9/6 0:28:43,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#66ccff,medium,12,true
2026/9/6 0:28:43,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#66ccff,medium,12,true
2026/9/6 0:28:43,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#66ccff,medium,12,true
2026/9/6 0:28:45,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#00ffff,medium,12,true
2026/9/6 0:28:45,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#00ffff,medium,12,true
2026/9/6 0:28:45,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#00ffff,medium,12,true
2026/9/6 0:28:49,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ff66cc,medium,12,true
2026/9/6 0:28:49,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ff66cc,medium,12,true
2026/9/6 0:28:50,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ff66cc,medium,12,true
2026/9/6 0:28:50,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ff66cc,medium,12,true
2026/9/6 0:28:50,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ff66cc,medium,12,true
2026/9/6 0:28:50,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ff66cc,medium,12,true
2026/9/6 0:28:52,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#cc66ff,medium,12,true
2026/9/6 0:28:52,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#cc66ff,medium,12,true
2026/9/6 0:28:52,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#cc66ff,medium,12,true
2026/9/6 0:28:52,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#cc66ff,medium,12,true
2026/9/6 0:28:52,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#cc66ff,medium,12,true
2026/9/6 0:28:52,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#cc66ff,medium,12,true
2026/9/6 0:28:53,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#cc66ff,medium,12,true
2026/9/6 0:28:57,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ff9900,medium,12,true
2026/9/6 0:28:57,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ff9900,medium,12,true
2026/9/6 0:28:57,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ff9900,medium,12,true
2026/9/6 0:28:57,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ff9900,medium,12,true
2026/9/6 0:28:58,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ff9900,medium,12,true
2026/9/6 0:28:58,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ff9900,medium,12,true
2026/9/6 0:28:58,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ff9900,medium,12,true
2026/9/6 0:28:58,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ff9900,medium,12,true
2026/9/6 0:28:58,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ff9900,medium,12,true
2026/9/6 0:29:00,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#cc66ff,medium,12,true
2026/9/6 0:29:00,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#cc66ff,medium,12,true
2026/9/6 0:29:00,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#cc66ff,medium,12,true
2026/9/6 0:29:00,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#cc66ff,medium,12,true
2026/9/6 0:29:01,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#cc66ff,medium,12,true
2026/9/6 0:29:01,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#cc66ff,medium,12,true
2026/9/6 0:29:01,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#cc66ff,medium,12,true
2026/9/6 0:29:01,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#cc66ff,medium,12,true
2026/9/6 0:29:03,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ffd700,medium,12,true
2026/9/6 0:29:03,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ffd700,medium,12,true
2026/9/6 0:29:03,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ffd700,medium,12,true
2026/9/6 0:29:03,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ffd700,medium,12,true
2026/9/6 0:29:04,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ffd700,medium,12,true
2026/9/6 0:29:04,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ffd700,medium,12,true
2026/9/6 0:29:04,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ffd700,medium,12,true
2026/9/6 0:29:04,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ffd700,medium,12,true
2026/9/6 0:29:04,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ffd700,medium,12,true
2026/9/6 0:29:05,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ffd700,medium,12,true
2026/9/6 0:29:05,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ffd700,medium,12,true
2026/9/6 0:29:05,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ffd700,medium,12,true
2026/9/6 0:29:05,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ffd700,medium,12,true
2026/9/6 0:29:05,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ffd700,medium,12,true
2026/9/6 0:29:05,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ffd700,medium,12,true
2026/9/6 0:29:06,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ffd700,medium,12,true
2026/9/6 0:29:06,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ffd700,medium,12,true
2026/9/6 0:29:06,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ffd700,medium,12,true
2026/9/6 0:29:06,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ffd700,medium,12,true
2026/9/6 0:29:06,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ffd700,medium,12,true
2026/9/6 0:29:08,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ffff00,medium,12,true
2026/9/6 0:29:08,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ffff00,medium,12,true
2026/9/6 0:29:08,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ffff00,medium,12,true
2026/9/6 0:29:08,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ffff00,medium,12,true
2026/9/6 0:29:08,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ffff00,medium,12,true
2026/9/6 0:29:09,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ffff00,medium,12,true
2026/9/6 0:29:09,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ffff00,medium,12,true
2026/9/6 0:29:09,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ffff00,medium,12,true
2026/9/6 0:30:03,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#66ccff,medium,12,true
2026/9/6 0:30:05,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#00ffff,medium,12,true
2026/9/6 0:30:07,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#0000ff,medium,12,true
2026/9/6 0:30:09,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#66ccff,medium,12,true
2026/9/6 0:30:11,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#00ffff,medium,12,true
2026/9/6 0:30:38,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#00ffff,medium,12,true
2026/9/6 0:30:40,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#00ffff,medium,12,true
2026/9/6 0:30:41,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#00ffff,medium,12,true
2026/9/6 0:30:43,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#00ffff,medium,12,true
2026/9/6 0:30:44,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#00ffff,medium,12,true
2026/9/6 0:30:44,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#00ffff,medium,12,true
2026/9/6 0:30:44,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#00ffff,medium,12,true
2026/9/6 0:30:44,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#00ffff,medium,12,true
2026/9/6 0:30:44,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#00ffff,medium,12,true
2026/9/6 0:30:45,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#00ffff,medium,12,true
2026/9/6 0:30:45,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#00ffff,medium,12,true
2026/9/6 0:30:46,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#00ffff,medium,12,true
2026/9/6 0:30:46,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#00ffff,medium,12,true
2026/9/6 0:30:49,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#00ffff,medium,12,true
2026/9/6 0:30:49,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#00ffff,medium,12,true
2026/9/6 0:30:50,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#00ffff,medium,12,true
2026/9/6 0:30:50,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#00ffff,medium,12,true
2026/9/6 0:30:50,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#00ffff,medium,12,true
2026/9/6 0:30:51,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#00ffff,medium,12,true
2026/9/6 0:30:51,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#00ffff,medium,12,true
2026/9/6 0:30:51,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#00ffff,medium,12,true
2026/9/6 0:30:51,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#00ffff,medium,12,true
2026/9/6 0:30:54,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#66ccff,medium,12,true
2026/9/6 0:30:58,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#00ffff,medium,12,true
2026/9/6 0:31:00,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#66ccff,medium,12,true
2026/9/6 0:31:00,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#66ccff,medium,12,true
2026/9/6 0:31:00,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#66ccff,medium,12,true
2026/9/6 0:31:01,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#66ccff,medium,12,true
2026/9/6 0:31:01,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#66ccff,medium,12,true
2026/9/6 0:31:01,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#66ccff,medium,12,true
2026/9/6 0:31:01,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#66ccff,medium,12,true
2026/9/6 0:31:01,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#66ccff,medium,12,true
2026/9/6 0:31:02,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#66ccff,medium,12,true
2026/9/6 0:31:02,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#66ccff,medium,12,true
2026/9/6 0:31:02,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#66ccff,medium,12,true
2026/9/6 0:31:02,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#66ccff,medium,12,true
2026/9/6 0:31:02,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#66ccff,medium,12,true
2026/9/6 0:31:02,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#66ccff,medium,12,true
2026/9/6 0:31:12,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#ff66cc,medium,12,true
2026/9/6 0:31:12,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#ff66cc,medium,12,true
2026/9/6 0:31:12,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#ff66cc,medium,12,true
2026/9/6 0:31:12,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#ff66cc,medium,12,true
2026/9/6 0:31:13,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#ff66cc,medium,12,true
2026/9/6 0:31:13,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#ff66cc,medium,12,true
2026/9/6 0:31:13,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#ff66cc,medium,12,true
2026/9/6 0:31:18,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#cc66ff,medium,12,true
2026/9/6 0:31:18,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#cc66ff,medium,12,true
2026/9/6 0:31:18,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#cc66ff,medium,12,true
2026/9/6 0:31:18,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#cc66ff,medium,12,true
2026/9/6 0:31:18,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#cc66ff,medium,12,true
2026/9/6 0:31:19,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#cc66ff,medium,12,true
2026/9/6 0:31:19,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#cc66ff,medium,12,true
2026/9/6 0:31:19,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#cc66ff,medium,12,true
2026/9/6 0:31:19,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#cc66ff,medium,12,true
2026/9/6 0:31:19,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#cc66ff,medium,12,true
2026/9/6 0:31:19,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#cc66ff,medium,12,true
2026/9/6 0:31:20,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#cc66ff,medium,12,true
2026/9/6 0:31:20,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#cc66ff,medium,12,true
2026/9/6 0:31:20,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#cc66ff,medium,12,true
2026/9/6 0:31:20,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#cc66ff,medium,12,true
2026/9/6 0:31:22,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#ff66cc,medium,12,true
2026/9/6 0:31:22,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#ff66cc,medium,12,true
2026/9/6 0:31:22,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#ff66cc,medium,12,true
2026/9/6 0:31:22,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#ff66cc,medium,12,true
2026/9/6 0:31:22,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#ff66cc,medium,12,true
2026/9/6 0:31:23,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#ff66cc,medium,12,true
2026/9/6 0:31:23,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#ff66cc,medium,12,true
2026/9/6 0:31:23,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#ff66cc,medium,12,true
2026/9/6 0:31:26,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ff9900,medium,12,true
2026/9/6 0:31:26,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ff9900,medium,12,true
2026/9/6 0:31:27,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ff9900,medium,12,true
2026/9/6 0:31:27,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ff9900,medium,12,true
2026/9/6 0:31:27,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ff9900,medium,12,true
2026/9/6 0:31:27,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ff9900,medium,12,true
2026/9/6 0:31:27,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ff9900,medium,12,true
2026/9/6 0:31:27,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ff9900,medium,12,true
2026/9/6 0:31:28,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ff9900,medium,12,true
2026/9/6 0:31:29,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ffd700,medium,12,true
2026/9/6 0:31:29,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ffd700,medium,12,true
2026/9/6 0:31:29,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ffd700,medium,12,true
2026/9/6 0:31:29,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ffd700,medium,12,true
2026/9/6 0:31:29,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ffd700,medium,12,true
2026/9/6 0:31:30,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ffd700,medium,12,true
2026/9/6 0:31:30,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ffd700,medium,12,true
2026/9/6 0:31:31,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ffff00,medium,12,true
2026/9/6 0:31:31,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ffff00,medium,12,true
2026/9/6 0:31:31,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ffff00,medium,12,true
2026/9/6 0:31:32,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ffff00,medium,12,true
2026/9/6 0:31:32,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ffff00,medium,12,true
2026/9/6 0:31:35,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ffd700,medium,12,true
2026/9/6 0:31:35,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ffd700,medium,12,true
2026/9/6 0:31:36,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ffd700,medium,12,true
2026/9/6 0:31:36,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ffd700,medium,12,true
2026/9/6 0:31:36,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ffd700,medium,12,true
2026/9/6 0:31:36,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ffd700,medium,12,true
2026/9/6 0:31:36,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ffd700,medium,12,true
2026/9/6 0:31:37,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ffd700,medium,12,true
2026/9/6 0:31:37,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ffd700,medium,12,true
2026/9/6 0:31:37,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ffd700,medium,12,true
2026/9/6 0:31:37,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ffd700,medium,12,true
2026/9/6 0:31:37,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ffd700,medium,12,true
2026/9/6 0:31:38,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ffd700,medium,12,true
2026/9/6 0:31:39,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ff9900,medium,12,true
2026/9/6 0:31:39,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ff9900,medium,12,true
2026/9/6 0:31:40,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ff9900,medium,12,true
2026/9/6 0:31:40,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ff9900,medium,12,true
2026/9/6 0:31:40,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ff9900,medium,12,true
2026/9/6 0:31:40,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ff9900,medium,12,true
2026/9/6 0:31:40,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ff9900,medium,12,true
2026/9/6 0:31:41,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ff9900,medium,12,true
2026/9/6 0:31:41,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ff9900,medium,12,true
2026/9/6 0:31:41,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ff9900,medium,12,true
2026/9/6 0:31:41,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ff9900,medium,12,true
2026/9/6 0:33:03,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#66ccff,medium,12,false
2026/9/6 0:33:03,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#66ccff,medium,12,false
2026/9/6 0:33:03,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#66ccff,medium,12,false
2026/9/6 0:33:03,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#66ccff,medium,12,false
2026/9/6 0:33:03,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#66ccff,medium,12,false
2026/9/6 0:33:06,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#66ccff,medium,12,true
2026/9/6 0:33:06,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#66ccff,medium,12,true
2026/9/6 0:33:06,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#66ccff,medium,12,true
2026/9/6 0:33:06,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#66ccff,medium,12,true
2026/9/6 0:33:07,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#66ccff,medium,12,true
2026/9/6 0:33:07,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#66ccff,medium,12,true
2026/9/6 0:33:07,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#66ccff,medium,12,true
2026/9/6 0:33:08,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#0000ff,medium,12,true
2026/9/6 0:33:08,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#0000ff,medium,12,true
2026/9/6 0:33:08,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#0000ff,medium,12,true
2026/9/6 0:33:09,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#0000ff,medium,12,true
2026/9/6 0:33:09,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#0000ff,medium,12,true
2026/9/6 0:33:09,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#0000ff,medium,12,true
2026/9/6 0:33:09,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#0000ff,medium,12,true
2026/9/6 0:33:09,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#0000ff,medium,12,true
2026/9/6 0:33:09,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#0000ff,medium,12,true
2026/9/6 0:33:10,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#0000ff,medium,12,true
2026/9/6 0:33:10,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#0000ff,medium,12,true
